timestamp,quote,symbol,digit
1700000512,1002.086,R_100,6
1700000513,1002.093,R_100,3
1700000514,1002.106,R_100,6
1700000515,1002.106,R_100,6
1700000516,1002.111,R_100,1
1700000517,1002.115,R_100,5
1700000518,1002.112,R_100,2
1700000519,1002.11,R_100,0
1700000520,1002.116,R_100,6
1700000521,1002.129,R_100,9
1700000522,1002.138,R_100,8
1700000523,1002.145,R_100,5
1700000524,1002.148,R_100,8
1700000525,1002.141,R_100,1
1700000526,1002.147,R_100,7
1700000527,1002.143,R_100,3
1700000528,1002.15,R_100,0
1700000529,1002.157,R_100,7
1700000530,1002.169,R_100,9
1700000531,1002.166,R_100,6
1700000532,1002.179,R_100,9
1700000533,1002.182,R_100,2
1700000534,1002.183,R_100,3
1700000535,1002.199,R_100,9
1700000536,1002.207,R_100,7
1700000537,1002.203,R_100,3
1700000538,1002.208,R_100,8
1700000539,1002.205,R_100,5
1700000540,1002.213,R_100,3
1700000541,1002.213,R_100,3
1700000542,1002.228,R_100,8
1700000543,1002.23,R_100,0
1700000544,1002.235,R_100,5
1700000545,1002.249,R_100,9
1700000546,1002.254,R_100,4
1700000547,1002.254,R_100,4
1700000548,1002.256,R_100,6
1700000549,1002.255,R_100,5
1700000550,1002.257,R_100,7
1700000551,1002.26,R_100,0
1700000552,1002.267,R_100,7
1700000553,1002.277,R_100,7
1700000554,1002.287,R_100,7
1700000555,1002.297,R_100,7
1700000556,1002.291,R_100,1
1700000557,1002.296,R_100,6
1700000558,1002.307,R_100,7
1700000559,1002.3,R_100,0
1700000560,1002.302,R_100,2
1700000561,1002.305,R_100,5
1700000562,1002.308,R_100,8
1700000563,1002.318,R_100,8
1700000564,1002.312,R_100,2
1700000565,1002.321,R_100,1
1700000566,1002.321,R_100,1
1700000567,1002.327,R_100,7
1700000568,1002.332,R_100,2
1700000569,1002.333,R_100,3
1700000570,1002.335,R_100,5
1700000571,1002.334,R_100,4
1700000572,1002.339,R_100,9
1700000573,1002.347,R_100,7
1700000574,1002.358,R_100,8
1700000575,1002.367,R_100,7
1700000576,1002.374,R_100,4
1700000577,1002.373,R_100,3
1700000578,1002.37,R_100,0
1700000579,1002.376,R_100,6
1700000580,1002.384,R_100,4
1700000581,1002.386,R_100,6
1700000582,1002.384,R_100,4
1700000583,1002.388,R_100,8
1700000584,1002.395,R_100,5
1700000585,1002.407,R_100,7
1700000586,1002.419,R_100,9
1700000587,1002.421,R_100,1
1700000588,1002.428,R_100,8
1700000589,1002.436,R_100,6
1700000590,1002.435,R_100,5
1700000591,1002.445,R_100,5
1700000592,1002.445,R_100,5
1700000593,1002.441,R_100,1
1700000594,1002.442,R_100,2
1700000595,1002.44,R_100,0
1700000596,1002.448,R_100,8
1700000597,1002.459,R_100,9
1700000598,1002.465,R_100,5
1700000599,1002.46,R_100,0
1700000600,1002.464,R_100,4
1700000601,1002.466,R_100,6
1700000602,1002.475,R_100,5
1700000603,1002.482,R_100,2
1700000604,1002.489,R_100,9
1700000605,1002.49,R_100,0
1700000606,1002.499,R_100,9
1700000607,1002.501,R_100,1
1700000608,1002.508,R_100,8
1700000609,1002.519,R_100,9
1700000610,1002.522,R_100,2
1700000611,1002.529,R_100,9
1700000612,1002.522,R_100,2
1700000613,1002.523,R_100,3
1700000614,1002.527,R_100,7
1700000615,1002.532,R_100,2
1700000616,1002.534,R_100,4
1700000617,1002.544,R_100,4
1700000618,1002.54,R_100,0
1700000619,1002.548,R_100,8
1700000620,1002.559,R_100,9
1700000621,1002.567,R_100,7
1700000622,1002.578,R_100,8
1700000623,1002.583,R_100,3
1700000624,1002.58,R_100,0
1700000625,1002.588,R_100,8
1700000626,1002.592,R_100,2
1700000627,1002.6,R_100,0
1700000628,1002.601,R_100,1
1700000629,1002.608,R_100,8
1700000630,1002.603,R_100,3
1700000631,1002.603,R_100,3
1700000632,1002.608,R_100,8
1700000633,1002.616,R_100,6
1700000634,1002.622,R_100,2
1700000635,1002.621,R_100,1
1700000636,1002.63,R_100,0
1700000637,1002.637,R_100,7
1700000638,1002.64,R_100,0
1700000639,1002.646,R_100,6
1700000640,1002.647,R_100,7
1700000641,1002.647,R_100,7
1700000642,1002.641,R_100,1
1700000643,1002.64,R_100,0
1700000644,1002.644,R_100,4
1700000645,1002.644,R_100,4
1700000646,1002.656,R_100,6
1700000647,1002.668,R_100,8
1700000648,1002.674,R_100,4
1700000649,1002.673,R_100,3
1700000650,1002.678,R_100,8
1700000651,1002.684,R_100,4
1700000652,1002.693,R_100,3
1700000653,1002.695,R_100,5
1700000654,1002.696,R_100,6
1700000655,1002.703,R_100,3
1700000656,1002.708,R_100,8
1700000657,1002.718,R_100,8
1700000658,1002.72,R_100,0
1700000659,1002.723,R_100,3
1700000660,1002.734,R_100,4
1700000661,1002.746,R_100,6
1700000662,1002.751,R_100,1
1700000663,1002.752,R_100,2
1700000664,1002.75,R_100,0
1700000665,1002.759,R_100,9
1700000666,1002.765,R_100,5
1700000667,1002.76,R_100,0
1700000668,1002.762,R_100,2
1700000669,1002.76,R_100,0
1700000670,1002.76,R_100,0
1700000671,1002.769,R_100,9
1700000672,1002.773,R_100,3
1700000673,1002.788,R_100,8
1700000674,1002.791,R_100,1
1700000675,1002.796,R_100,6
1700000676,1002.793,R_100,3
1700000677,1002.79,R_100,0
1700000678,1002.791,R_100,1
1700000679,1002.794,R_100,4
1700000680,1002.792,R_100,2
1700000681,1002.793,R_100,3
1700000682,1002.795,R_100,5
1700000683,1002.79,R_100,0
1700000684,1002.784,R_100,4
1700000685,1002.795,R_100,5
1700000686,1002.799,R_100,9
1700000687,1002.804,R_100,4
1700000688,1002.81,R_100,0
1700000689,1002.81,R_100,0
1700000690,1002.811,R_100,1
1700000691,1002.81,R_100,0
1700000692,1002.813,R_100,3
1700000693,1002.811,R_100,1
1700000694,1002.814,R_100,4
1700000695,1002.81,R_100,0
1700000696,1002.814,R_100,4
1700000697,1002.81,R_100,0
1700000698,1002.817,R_100,7
1700000699,1002.822,R_100,2
1700000700,1002.829,R_100,9
1700000701,1002.838,R_100,8
1700000702,1002.842,R_100,2
1700000703,1002.853,R_100,3
1700000704,1002.853,R_100,3
1700000705,1002.861,R_100,1
1700000706,1002.861,R_100,1
1700000707,1002.868,R_100,8
1700000708,1002.875,R_100,5
1700000709,1002.886,R_100,6
1700000710,1002.881,R_100,1
1700000711,1002.88,R_100,0
1700000712,1002.884,R_100,4
1700000713,1002.888,R_100,8
1700000714,1002.896,R_100,6
1700000715,1002.903,R_100,3
1700000716,1002.902,R_100,2
1700000717,1002.909,R_100,9
1700000718,1002.915,R_100,5
1700000719,1002.918,R_100,8
1700000720,1002.927,R_100,7
1700000721,1002.925,R_100,5
1700000722,1002.937,R_100,7
1700000723,1002.944,R_100,4
1700000724,1002.942,R_100,2
1700000725,1002.943,R_100,3
1700000726,1002.944,R_100,4
1700000727,1002.949,R_100,9
1700000728,1002.952,R_100,2
1700000729,1002.955,R_100,5
1700000730,1002.955,R_100,5
1700000731,1002.965,R_100,5
1700000732,1002.974,R_100,4
1700000733,1002.971,R_100,1
1700000734,1002.971,R_100,1
1700000735,1002.982,R_100,2
1700000736,1002.984,R_100,4
1700000737,1002.986,R_100,6
1700000738,1002.991,R_100,1
1700000739,1002.991,R_100,1
1700000740,1002.996,R_100,6
1700000741,1003.0,R_100,0
1700000742,1003.006,R_100,6
1700000743,1003.018,R_100,8
1700000744,1003.024,R_100,4
1700000745,1003.022,R_100,2
1700000746,1003.026,R_100,6
1700000747,1003.033,R_100,3
1700000748,1003.036,R_100,6
1700000749,1003.049,R_100,9
1700000750,1003.056,R_100,6
1700000751,1003.069,R_100,9
1700000752,1003.072,R_100,2
1700000753,1003.077,R_100,7
1700000754,1003.084,R_100,4
1700000755,1003.091,R_100,1
1700000756,1003.093,R_100,3
1700000757,1003.092,R_100,2
1700000758,1003.096,R_100,6
1700000759,1003.1,R_100,0
1700000760,1003.106,R_100,6
1700000761,1003.112,R_100,2
1700000762,1003.125,R_100,5
1700000763,1003.136,R_100,6
1700000764,1003.131,R_100,1
1700000765,1003.138,R_100,8
1700000766,1003.143,R_100,3
1700000767,1003.151,R_100,1
1700000768,1003.157,R_100,7
1700000769,1003.167,R_100,7
1700000770,1003.175,R_100,5
1700000771,1003.186,R_100,6
1700000772,1003.187,R_100,7
1700000773,1003.192,R_100,2
1700000774,1003.191,R_100,1
1700000775,1003.199,R_100,9
1700000776,1003.2,R_100,0
1700000777,1003.206,R_100,6
1700000778,1003.2,R_100,0
1700000779,1003.206,R_100,6
1700000780,1003.215,R_100,5
1700000781,1003.211,R_100,1
1700000782,1003.226,R_100,6
1700000783,1003.238,R_100,8
1700000784,1003.246,R_100,6
1700000785,1003.242,R_100,2
1700000786,1003.251,R_100,1
1700000787,1003.253,R_100,3
1700000788,1003.258,R_100,8
1700000789,1003.262,R_100,2
1700000790,1003.266,R_100,6
1700000791,1003.274,R_100,4
1700000792,1003.282,R_100,2
1700000793,1003.287,R_100,7
1700000794,1003.283,R_100,3
1700000795,1003.286,R_100,6
1700000796,1003.296,R_100,6
1700000797,1003.297,R_100,7
1700000798,1003.304,R_100,4
1700000799,1003.304,R_100,4
1700000800,1003.307,R_100,7
1700000801,1003.311,R_100,1
1700000802,1003.315,R_100,5
1700000803,1003.324,R_100,4
1700000804,1003.32,R_100,0
1700000805,1003.329,R_100,9
1700000806,1003.332,R_100,2
1700000807,1003.335,R_100,5
1700000808,1003.34,R_100,0
1700000809,1003.353,R_100,3
1700000810,1003.354,R_100,4
1700000811,1003.361,R_100,1
1700000812,1003.363,R_100,3
1700000813,1003.367,R_100,7
1700000814,1003.362,R_100,2
1700000815,1003.376,R_100,6
1700000816,1003.382,R_100,2
1700000817,1003.399,R_100,9
1700000818,1003.401,R_100,1
1700000819,1003.408,R_100,8
1700000820,1003.404,R_100,4
1700000821,1003.403,R_100,3
1700000822,1003.407,R_100,7
1700000823,1003.411,R_100,1
1700000824,1003.414,R_100,4
1700000825,1003.412,R_100,2
1700000826,1003.418,R_100,8
1700000827,1003.427,R_100,7
1700000828,1003.427,R_100,7
1700000829,1003.432,R_100,2
1700000830,1003.43,R_100,0
1700000831,1003.435,R_100,5
1700000832,1003.439,R_100,9
1700000833,1003.444,R_100,4
1700000834,1003.445,R_100,5
1700000835,1003.441,R_100,1
1700000836,1003.445,R_100,5
1700000837,1003.44,R_100,0
1700000838,1003.44,R_100,0
1700000839,1003.445,R_100,5
1700000840,1003.451,R_100,1
1700000841,1003.457,R_100,7
1700000842,1003.452,R_100,2
1700000843,1003.456,R_100,6
1700000844,1003.455,R_100,5
1700000845,1003.455,R_100,5
1700000846,1003.468,R_100,8
1700000847,1003.473,R_100,3
1700000848,1003.475,R_100,5
1700000849,1003.478,R_100,8
1700000850,1003.484,R_100,4
1700000851,1003.487,R_100,7
1700000852,1003.498,R_100,8
1700000853,1003.508,R_100,8
1700000854,1003.513,R_100,3
1700000855,1003.511,R_100,1
1700000856,1003.515,R_100,5
1700000857,1003.522,R_100,2
1700000858,1003.521,R_100,1
1700000859,1003.52,R_100,0
1700000860,1003.528,R_100,8
1700000861,1003.538,R_100,8
1700000862,1003.546,R_100,6
1700000863,1003.54,R_100,0
1700000864,1003.547,R_100,7
1700000865,1003.55,R_100,0
1700000866,1003.558,R_100,8
1700000867,1003.559,R_100,9
1700000868,1003.569,R_100,9
1700000869,1003.571,R_100,1
1700000870,1003.577,R_100,7
1700000871,1003.572,R_100,2
1700000872,1003.582,R_100,2
